[2024-11-30 20:05:03] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:44] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:44] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:44] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:44] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:45] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:45] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:45] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:45] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:45] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:45] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:45] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:46] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:46] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:47] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:48] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:48] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:48] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:51] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:51] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:52] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:52] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:53] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:53] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:53] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:53] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:53] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:54] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:55] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:57] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:57] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:57] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:58] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:05:58] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:58] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:58] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:05:59] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:00] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:00] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:01] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:01] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:02] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:02] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:02] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:02] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:02] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:02] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:03] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:03] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:03] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:04] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:04] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:05] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:05] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:06] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:06] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:06] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:06] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:06] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:07] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:07] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:07] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:07] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:07] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:07] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:08] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:08] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:09] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:09] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:09] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:09] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:09] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:09] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:09] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:09] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:09] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:09] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:10] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:10] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:11] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:12] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:12] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:12] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:12] Audio | User: gauresh.proctorplus@gmail.com | Talking detected
[2024-11-30 20:06:13] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
[2024-11-30 20:06:13] Motion | User: gauresh.proctorplus@gmail.com | Suspicious movement detected
